"","name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","region","locale","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"417","Auburn University","Alabama","AL","Public",2,13332,11276,24608,30524,43856,25912,1,54400,104500,51,31,"Auburn University","3",0,"3",4,1,1,"5","13","0","0","0",1,"0","0","0","0","0",0.711828813,1180,1,17844,17273,8180,11093,0.8436,0.1301,0.7982,20.51679587,0.172647119,72031,10.81999969,0.172647119,59005.4,9.590000153,3.140000105,12798,183,601,1886,599,0,20855,0,361,1427,3269
"418","Northwest Nazarene University","Idaho","ID","Private",2,7400,29300,36700,29300,36700,2249,6,46200,80600,68,7,"Northwest Nazarene University","3",0,"3",4,2,16,"7","22","0","0","0",1,"0","0","0","0","0",0.881463243,1112,1,19876,10115,5741,6600,0.9828,0.3141,0.6243,24.60400616,0.338842975,51227,6.809999943,0.338842975,59470.41,7.389999866,3.859999895,1313,14,27,37,175,9,1754,44,136,53,306
"419","University of Puget Sound","Washington","WA","Private",2,12540,49776,62316,49776,62316,2826,8,54200,101300,45,21,"University of Puget Sound","3",0,"3",4,2,53,"8","12","0","0","0",1,"0","0","0","0","0",0.882985075,1293,1,10695,24622,18742,10904,0.7711,0.1786,0.7566,20.36061381,0.123178808,90104.5,12.98999977,0.123178808,72356.02,6.150000095,3.420000076,1667,4,189,29,191,1,2112,248,41,11,662
"420","Morehead State University","Kentucky","KY","Public",2,9960,9170,19130,13646,23606,11052,16,41300,74900,56,9,"Morehead State University","3",0,"3",4,1,21,"5","33","0","0","0",1,"0","0","0","0","0",0.89829529,1180,1,8466,4009,7665,6723,0.7672,0.3272,0.4395,22.05089286,0.414170692,35407,5.599999905,0.414170692,42103.85,16.20000076,3.900000095,6694,20,41,409,162,12,9970,142,155,141,786
"421","Sewanee: The University of the South","Tennessee","TN","Private",2,12880,45120,58000,45120,58000,1714,2,53700,97800,57,17,"The University of the South","3",0,"3",4,2,47,"5","42","0","0","0",1,"0","0","0","0","0",0.602594906,1318,1,11278,24189,16181,9328,0.8355,0.1591,0.8022,19.5,0.132352941,79417,14.14000034,0.132352941,69475.78,7.269999981,2.930000067,877,1,30,78,77,2,1408,62,0,56,250
"422","College of Saint Mary","Nebraska","NE","Private",2,7700,20350,28050,20350,28050,1018,14,43900,77700,45,9,"College of Saint Mary","3",0,"3",4,2,31,"4","11","0","0","0",1,"0","0","0","0","1",0.381930185,1180,1,10295,15395,9761,7139,0.5385,0.3765,0.6013,24.62416107,0.26,37527,8.380000114,0.26,62625.82,6.090000153,2.529999971,995,5,17,63,102,1,794,25,4,7,213
"423","University of North Georgia","Georgia","GA","Public",2,7876,7336,15212,21148,29024,16064,9,47300,85600,51,8,"University of North Georgia","3",0,"3",4,1,13,"5","32","0","0","0",1,"0","0","0","0","0",0.811560694,1139,1,8460,4773,4995,7003,0.7481,0.2794,0.3759,21.56897012,0.340413066,44262.5,7.650000095,0.340413066,68510.22,6.78000021,2.339999914,8923,35,437,684,1435,17,12599,417,212,228,3025
"424","University of Arkansas at Monticello","Arkansas","AR","Public",2,6824,7696,14520,13546,20370,3854,12,43500,78300,61,2,"University of Arkansas at Monticello","1",0,"1",4,1,5,"5","33","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,11695,4570,9950,5550,1,0.5157,0.3443,23.63097113,0.453397474,23351,3.880000114,0.453397474,39642.34,16.47999954,4.650000095,2302,17,23,1051,130,5,2485,72,54,17,1298
"425","Nicholls State University","Louisiana","LA","Public",2,9938,7982,17920,9075,19013,6292,14,44500,84300,53,5,"Nicholls State University","3",0,"3",4,1,22,"5","13","0","0","0",1,"0","0","0","0","0",0.971850485,1135,1,11257,6255,5769,6558,1,0.3627,0.4788,21.64323662,0.458371041,36747,4.639999866,0.458371041,49304.74,15.11999989,3.940000057,3971,117,70,1242,197,4,4222,176,120,144,1806
"426","Albion College","Michigan","MI","Private",2,12380,45775,58155,45775,58155,1268,7,52100,99300,44,23,"Albion College","3",0,"3",3,2,26,"3","31","0","0","0",1,"0","0","0","0","0",0.692762858,1180,1,15364,11030,14265,7315,0.8258,0.4648,0.6585,19.62711864,0.279761905,54587.5,9.770000458,0.279761905,71425.7,5.510000229,3.109999895,631,3,23,47,46,1,999,33,79,37,153
"427","Southern Adventist University","Tennessee","TN","Private",2,6940,21950,28890,21950,28890,3175,10,47500,84000,67,9,"Southern Adventist University","3",0,"3",4,2,47,"5","21","0","0","0",1,"1","1","0","0","0",0.743991641,1180,1,19473,15003,10457,5695,1,0.3368,0.5027,21.22980063,0.181818182,50894,7.96999979,0.181818182,60144.84,8.210000038,3.230000019,1830,13,228,380,604,19,1666,105,0,160,1349
"428","Goldfarb School of Nursing at Barnes-Jewish College","Missouri","MO","Private",2,10480,21150,21150,21150,21150,715,5,55000,95200,83,0,"Barnes-Jewish College Goldfarb School of Nursing","3",0,"3",4,2,29,"4","11","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,14200.5,21495,9726,7102,0.5306,0.2174,0.6135,26.28547297,0.30877193,41515,9.399999619,0.30877193,63458,7.659999847,3.579999924,633,0,23,43,15,1,578,15,40,0,97
"429","Fisk University","Tennessee","TN","Private",2,10790,21480,32270,21480,32270,772,11,45300,83600,53,39,"Fisk University","3",0,"3",4,2,47,"5","11","1","0","0",1,"0","0","0","0","0",0.611072179,1167,1,24464,10154,4289,6241,0.6753,0.5142,0.4802,19.86011905,0.265780731,30520,7.900000095,0.265780731,55965.03,13.55000019,4.900000095,486,0,6,653,18,1,8,12,74,0,690
"430","William Carey University","Mississippi","MS","Private",2,6810,12600,19410,12600,19410,3936,9,41100,71800,61,6,"William Carey University","3",0,"3",4,2,28,"5","13","0","0","0",1,"0","0","0","0","0",0.574468085,1217,1,8877,13831,9410,6139,0.4924,0.2437,0.5686,25.90426328,0.359016393,24691,5.96999979,0.359016393,45401.66,14.86999989,4.010000229,2636,17,119,1096,59,0,2500,0,50,95,1291
"431","Case Western Reserve University","Ohio","OH","Private",2,15190,49042,64232,49042,64232,10771,1,66600,117800,44,37,"Case Western Reserve University","3",0,"3",4,2,39,"3","11","0","0","0",1,"0","0","0","0","0",0.302389263,1483,1,19030,28888,29952,11917,0.7515,0.1564,0.8493,19.65690759,0.108512629,94000,12.15999985,0.108512629,69873.4,6.449999809,3.00999999,5380,14,1543,563,444,5,5379,269,532,2022,2838
"432","Providence College","Rhode Island","RI","Private",2,14700,50390,65090,50390,65090,4533,3,58900,106900,44,11,"Providence College","3",0,"3",4,2,44,"1","12","0","0","0",1,"0","0","0","0","0",0.579836463,1246,1,19139,30400,13015,11080,0.6687,0.1456,0.8699,20.06386293,0.146440129,121852.5,14.06000042,0.146440129,83293.65,4.889999866,2.74000001,2533,8,51,189,318,9,3509,77,275,97,652
"433","University of Delaware","Delaware","DE","Public",2,12862,13680,26542,34310,47172,22680,1,58600,105400,43,22,"University of Delaware","3",0,"3",4,1,10,"2","21","0","0","0",1,"0","0","0","0","0",0.723490956,1260,1,13829,17801,19538,13406,0.9763,0.1497,0.8238,19.69342561,0.170937108,107127.5,13.22999954,0.170937108,84189.75,4.380000114,2.849999905,12757,17,1018,1232,1461,21,16007,576,339,2009,4325
"434","Gustavus Adolphus College","Minnesota","MN","Private",2,9910,45400,55310,45400,55310,2457,7,51200,96800,47,22,"Gustavus Adolphus College","3",0,"3",3,2,27,"4","31","0","0","0",1,"0","0","0","0","0",0.725717294,1330,1,15700,18362,16847,7876,0.892,0.2471,0.7835,19.6039261,0.146583851,78419.5,9.180000305,0.146583851,72113.21,4.539999962,2.650000095,1332,2,97,46,81,1,2074,86,5,65,313
